r ankle_X,r ankle_Y,r knee_X,r knee_Y,r hip_X,r hip_Y,l hip_X,l hip_Y,l knee_X,l knee_Y,l ankle_X,l ankle_Y,pelvis_X,pelvis_Y,thorax_X,thorax_Y,upper neck_X,upper neck_Y,head top_X,head top_Y,r wrist_X,r wrist_Y,r elbow_X,r elbow_Y,r shoulder_X,r shoulder_Y,l shoulder_X,l shoulder_Y,l elbow_X,l elbow_Y,l wrist_X,l wrist_Y,Activity
-0.5740740740740741,0.42393213502879423,-0.3653198653198653,0.1984527480918035,-0.11952861952861953,-0.039381673745844274,0.11952861952861953,0.039381673745844274,-0.1632996632996633,0.2262515766182818,-0.3333333333333333,0.433198411204287,0.0,0.0007721896812910642,0.15488215488215487,-0.3791451335139125,0.16395202020202027,-0.35210413194065326,0.09194023569023561,-0.5668015887957131,-0.43265993265993263,-0.3281806145487023,-0.23905723905723905,-0.37142323670100186,-0.013468013468013467,-0.4409203080171976,0.32154882154882153,-0.31736995901062737,0.42592592592592593,-0.08107991653556174,0.3939393939393939,0.051736708646501296,"skiing, downhill"
0.04160542474221657,0.5799254602475095,-0.10212240618544068,0.3052940928659303,-0.2534148597935009,-0.009332133843063372,0.2534148597935009,0.009332133843063372,0.27610872783470997,0.27329820540399874,0.04917004742261959,0.2119727544352966,0.0037823113402015063,0.0013331619775804817,-0.18533325566987383,-0.25730026167303294,-0.2670742989675047,-0.2891676323203257,-0.6028573092788418,-0.4200745397524905,-0.4576596721643823,-0.12398406391498479,-0.33662570927793406,-0.06799126085660456,-0.42740118144277023,-0.2306370221214233,0.04917004742261959,-0.2839635012246426,0.39714269072115815,-0.15597995137691634,-0.12481627422664972,-0.0946545004082142,hacky sack
-0.06862745098039216,0.20251716247139587,-0.47058823529411764,0.05377574370709382,-0.03431372549019608,-0.012585812356979404,0.03431372549019608,0.012585812356979404,-0.11274509803921569,0.28489702517162474,-0.06862745098039216,0.522883295194508,0.0,0.0011441647597254005,-0.05392156862745098,-0.28489702517162474,-0.09803921568627451,-0.32151029748283755,-0.27450980392156865,-0.477116704805492,0.5294117647058824,-0.04462242562929062,0.4019607843137255,-0.19107551487414187,0.12745098039215685,-0.30549199084668194,-0.23529411764705882,-0.2665903890160183,-0.37745098039215685,-0.14530892448512586,-0.4411764705882353,-0.2231121281464531,hacky sack
0.29375,0.5147201501798278,0.19375,0.2890893994160676,0.18125,-0.009871345345914504,-0.18125,0.009871345345914504,-0.44375,0.25242440241695663,-0.70625,0.5147201501798278,0.00625,0.0014101921922735005,0.08125,-0.2721670931087856,0.05697499999999991,-0.301607393468441,-0.0944749999999999,-0.4852798498201723,-0.01875,0.054997495498666525,0.18125,-0.06345864865230752,0.19375,-0.2890893994160676,-0.04375,-0.2580651711860506,-0.10625,-0.06345864865230752,-0.44375,0.08038095495958954,hacky sack
0.08994708994708994,0.17578125,-0.328042328042328,-0.045572916666666664,-0.1164021164021164,-0.01171875,0.1164021164021164,0.01171875,0.08465608465608465,0.3424479166666667,0.15873015873015872,0.57421875,0.0,0.0013020833333333333,-0.021164021164021163,-0.23567708333333334,-0.015873015873015872,-0.24609375,0.13227513227513227,-0.42578125,-0.5238095238095238,0.0013020833333333333,-0.49206349206349204,-0.12369791666666667,-0.25396825396825395,-0.25390625,0.17989417989417988,-0.22786458333333334,0.32275132275132273,-0.10026041666666667,0.47619047619047616,-0.0013020833333333333,hacky sack
-0.531062124248497,0.350664866793899,-0.3106212424849699,0.18722814421739153,-0.13226452905811623,-0.050686072191448536,0.13226452905811623,0.050686072191448536,-0.026052104208416832,0.2596368187766037,-0.21442885771543085,0.39824771007566706,0.0,0.0010344096365601742,0.20240480961923848,-0.36100896315950076,0.19691623246492992,-0.3292163829798238,0.2439655310621244,-0.6017522899243329,-0.27054108216432865,-0.30308202351213104,-0.20440881763527055,-0.42307354135311126,-0.02004008016032064,-0.44996819190367576,0.4228456913827655,-0.2720497344153258,0.4589178356713427,-0.07551190346889272,0.46893787575150303,0.07551190346889272,"skiing, downhill"
0.19689737470167065,0.33689629124160914,0.025059665871121718,0.21341239166301137,-0.1515513126491647,0.05234643569092732,0.1515513126491647,-0.05234643569092732,0.3233890214797136,0.14093271147557354,0.48568019093078757,0.28320763925091447,0.0011933174224343676,0.0013422162997673672,-0.2064439140811456,-0.40132267363044277,-0.2010238663484488,-0.3596651116643429,-0.2405035799522672,-0.6631037087583909,-0.5143198090692124,-0.065768598688601,-0.45704057279236276,-0.19462136346626824,-0.3997613365155131,-0.31542083044533126,-0.015513126491646777,-0.489908949415089,0.17541766109785203,-0.44695802782253324,0.26610978520286394,-0.3932693758318386,"skiing, downhill"
0.22905027932960895,0.45748596627518173,-0.0893854748603352,0.25803704364839947,-0.10893854748603352,0.031163894160434722,0.10893854748603352,-0.031163894160434722,0.3128491620111732,0.21814725912304306,0.6564245810055865,0.40014440101998183,0.0,0.0012465557664173889,-0.17039106145251395,-0.39266506642147747,-0.119627932960894,-0.3450336719643625,-0.3300927374301675,-0.5425140337248183,-0.20949720670391062,0.07105367868579117,-0.33798882681564246,-0.0560950094887825,-0.3435754189944134,-0.32285794350210373,0.0,-0.46496530087368604,0.18435754189944134,-0.3004199397065907,0.14804469273743018,-0.1458470246708345,"skiing, downhill"
-0.08396946564885496,0.548562811595987,-0.183206106870229,0.2562011448267372,-0.2099236641221374,-0.005385609651012494,0.2099236641221374,0.005385609651012494,0.17557251908396945,0.24235243429556225,0.04580152671755725,0.4116144518988121,0.0,0.0007693728072874993,-0.12213740458015267,-0.25004616236843724,-0.14648015267175565,-0.2702345048316612,-0.36497022900763365,-0.45143718840401303,-0.4770992366412214,0.09463285529636241,-0.5038167938931297,-0.08693912722348741,-0.3473282442748092,-0.22080999569151227,0.10305343511450382,-0.2792823290453622,0.4961832061068702,-0.13156275004616236,0.14885496183206107,-0.042315504400812456,hacky sack
0.1645367412140575,0.3073630136986301,0.42012779552715657,0.09845890410958905,0.1645367412140575,-0.009417808219178082,-0.1645367412140575,0.009417808219178082,-0.20287539936102236,0.2525684931506849,-0.2380191693290735,0.5333904109589042,0.001597444089456869,0.0008561643835616438,0.07507987220447285,-0.3125,0.13258785942492013,-0.3467465753424658,0.3562300319488818,-0.4666095890410959,0.634185303514377,-0.2268835616438356,0.3977635782747604,-0.288527397260274,0.2795527156549521,-0.3107876712328767,-0.12939297124600638,-0.3142123287671233,-0.365814696485623,-0.23544520547945205,-0.28594249201277955,-0.026541095890410957,hacky sack
